VARIABLES =TIME,   e11,    S11
  0.22500D+01 -0.14422D-02 -0.43750D+01
  0.23000D+01  0.80785D-03 -0.32500D+01
  0.23500D+01  0.30578D-02 -0.21250D+01
  0.24000D+01  0.53078D-02 -0.10000D+01
  0.24500D+01  0.75578D-02  0.12500D+00
  0.25000D+01  0.98078D-02  0.12500D+01
  0.25500D+01  0.12058D-01  0.23750D+01
  0.26000D+01  0.14308D-01  0.35000D+01
  0.26500D+01  0.16558D-01  0.46250D+01
  0.27000D+01  0.18808D-01  0.57500D+01
  0.27500D+01  0.21058D-01  0.68750D+01
  0.28000D+01  0.23308D-01  0.80000D+01
  0.28500D+01  0.25558D-01  0.91250D+01
  0.29000D+01  0.32884D-01  0.10250D+02
  0.29500D+01  0.59657D-01  0.11375D+02
  0.30000D+01  0.88377D-01  0.12500D+02
  0.30500D+01  0.86127D-01  0.11375D+02
  0.31000D+01  0.83877D-01  0.10250D+02
  0.31500D+01  0.81627D-01  0.91250D+01
  0.32000D+01  0.79377D-01  0.80000D+01
  0.32500D+01  0.77127D-01  0.68750D+01
  0.33000D+01  0.74877D-01  0.57500D+01
  0.33500D+01  0.72627D-01  0.46250D+01
  0.34000D+01  0.70377D-01  0.35000D+01
  0.34500D+01  0.68127D-01  0.23750D+01
  0.35000D+01  0.65877D-01  0.12500D+01
  0.35500D+01  0.63627D-01  0.12500D+00
  0.36000D+01  0.61377D-01 -0.10000D+01
  0.36500D+01  0.59127D-01 -0.21250D+01
  0.37000D+01  0.56877D-01 -0.32500D+01
  0.37500D+01  0.54627D-01 -0.43750D+01
  0.38000D+01  0.52377D-01 -0.55000D+01
  0.38500D+01  0.50127D-01 -0.66250D+01
  0.39000D+01  0.43473D-01 -0.77500D+01
  0.39500D+01  0.20145D-01 -0.88750D+01
  0.40000D+01 -0.46051D-02 -0.10000D+02
  0.40500D+01 -0.23550D-02 -0.88750D+01
  0.41000D+01 -0.10504D-03 -0.77500D+01
  0.41500D+01  0.21450D-02 -0.66250D+01
  0.42000D+01  0.43950D-02 -0.55000D+01
  0.42500D+01  0.66450D-02 -0.43750D+01
  0.43000D+01  0.88950D-02 -0.32500D+01
  0.43500D+01  0.11145D-01 -0.21250D+01
  0.44000D+01  0.13395D-01 -0.10000D+01
  0.44500D+01  0.15645D-01  0.12500D+00
  0.45000D+01  0.17895D-01  0.12500D+01
  0.45500D+01  0.20145D-01  0.23750D+01
  0.46000D+01  0.22395D-01  0.35000D+01
  0.46500D+01  0.24645D-01  0.46250D+01
  0.47000D+01  0.26895D-01  0.57500D+01
  0.47500D+01  0.29145D-01  0.68750D+01
  0.48000D+01  0.31395D-01  0.80000D+01
  0.48500D+01  0.33645D-01  0.91250D+01
  0.49000D+01  0.40971D-01  0.10250D+02
  0.49500D+01  0.67744D-01  0.11375D+02
  0.50000D+01  0.96464D-01  0.12500D+02
  0.50500D+01  0.94215D-01  0.11375D+02
  0.51000D+01  0.91965D-01  0.10250D+02
  0.51500D+01  0.89715D-01  0.91250D+01
  0.52000D+01  0.87465D-01  0.80000D+01
  0.52500D+01  0.85215D-01  0.68750D+01
  0.53000D+01  0.82965D-01  0.57500D+01
  0.53500D+01  0.80715D-01  0.46250D+01
  0.54000D+01  0.78465D-01  0.35000D+01
  0.54500D+01  0.76215D-01  0.23750D+01
  0.55000D+01  0.73965D-01  0.12500D+01
  0.55500D+01  0.71715D-01  0.12500D+00
  0.56000D+01  0.69465D-01 -0.10000D+01
  0.56500D+01  0.67215D-01 -0.21250D+01
  0.57000D+01  0.64965D-01 -0.32500D+01
  0.57500D+01  0.62715D-01 -0.43750D+01
  0.58000D+01  0.60465D-01 -0.55000D+01
  0.58500D+01  0.58215D-01 -0.66250D+01
  0.59000D+01  0.51561D-01 -0.77500D+01
  0.59500D+01  0.28232D-01 -0.88750D+01
  0.60000D+01  0.34820D-02 -0.10000D+02
  0.60500D+01  0.57321D-02 -0.88750D+01
  0.61000D+01  0.79821D-02 -0.77500D+01
  0.61500D+01  0.10232D-01 -0.66250D+01
  0.62000D+01  0.12482D-01 -0.55000D+01
  0.62500D+01  0.14732D-01 -0.43750D+01
  0.63000D+01  0.16982D-01 -0.32500D+01
  0.63500D+01  0.19232D-01 -0.21250D+01
  0.64000D+01  0.21482D-01 -0.10000D+01
  0.64500D+01  0.23732D-01  0.12500D+00
  0.65000D+01  0.25982D-01  0.12500D+01
  0.65500D+01  0.28232D-01  0.23750D+01
  0.66000D+01  0.30482D-01  0.35000D+01
  0.66500D+01  0.32732D-01  0.46250D+01
  0.67000D+01  0.34982D-01  0.57500D+01
  0.67500D+01  0.37232D-01  0.68750D+01
  0.68000D+01  0.39482D-01  0.80000D+01
  0.68500D+01  0.41732D-01  0.91250D+01
  0.69000D+01  0.49058D-01  0.10250D+02
  0.69500D+01  0.75831D-01  0.11375D+02
  0.70000D+01  0.10455D+00  0.12500D+02
  0.70500D+01  0.10230D+00  0.11375D+02
  0.71000D+01  0.10005D+00  0.10250D+02
  0.71500D+01  0.97802D-01  0.91250D+01
  0.72000D+01  0.95552D-01  0.80000D+01
  0.72500D+01  0.93302D-01  0.68750D+01
  0.73000D+01  0.91052D-01  0.57500D+01
  0.73500D+01  0.88802D-01  0.46250D+01
  0.74000D+01  0.86552D-01  0.35000D+01
  0.74500D+01  0.84302D-01  0.23750D+01
  0.75000D+01  0.82052D-01  0.12500D+01
  0.75500D+01  0.79802D-01  0.12500D+00
  0.76000D+01  0.77552D-01 -0.10000D+01
  0.76500D+01  0.75302D-01 -0.21250D+01
  0.77000D+01  0.73052D-01 -0.32500D+01
  0.77500D+01  0.70802D-01 -0.43750D+01
  0.78000D+01  0.68552D-01 -0.55000D+01
  0.78500D+01  0.66302D-01 -0.66250D+01
  0.79000D+01  0.59648D-01 -0.77500D+01
  0.79500D+01  0.36319D-01 -0.88750D+01
  0.80000D+01  0.11569D-01 -0.10000D+02
  0.80500D+01  0.13819D-01 -0.88750D+01
  0.81000D+01  0.16069D-01 -0.77500D+01
  0.81500D+01  0.18319D-01 -0.66250D+01
  0.82000D+01  0.20569D-01 -0.55000D+01
  0.82500D+01  0.22819D-01 -0.43750D+01
  0.83000D+01  0.25069D-01 -0.32500D+01
  0.83500D+01  0.27319D-01 -0.21250D+01
  0.84000D+01  0.29569D-01 -0.10000D+01
  0.84500D+01  0.31819D-01  0.12500D+00
  0.85000D+01  0.34069D-01  0.12500D+01
  0.85500D+01  0.36319D-01  0.23750D+01
  0.86000D+01  0.38569D-01  0.35000D+01
  0.86500D+01  0.40819D-01  0.46250D+01
  0.87000D+01  0.43069D-01  0.57500D+01
  0.87500D+01  0.45319D-01  0.68750D+01
  0.88000D+01  0.47569D-01  0.80000D+01
  0.88500D+01  0.49819D-01  0.91250D+01
  0.89000D+01  0.57146D-01  0.10250D+02
  0.89500D+01  0.83918D-01  0.11375D+02
  0.90000D+01  0.11264D+00  0.12500D+02
  0.90500D+01  0.11039D+00  0.11375D+02
  0.91000D+01  0.10814D+00  0.10250D+02
  0.91500D+01  0.10589D+00  0.91250D+01
  0.92000D+01  0.10364D+00  0.80000D+01
  0.92500D+01  0.10139D+00  0.68750D+01
  0.93000D+01  0.99139D-01  0.57500D+01
  0.93500D+01  0.96889D-01  0.46250D+01
  0.94000D+01  0.94639D-01  0.35000D+01
  0.94500D+01  0.92389D-01  0.23750D+01
  0.95000D+01  0.90139D-01  0.12500D+01
  0.95500D+01  0.87889D-01  0.12500D+00
  0.96000D+01  0.85639D-01 -0.10000D+01
  0.96500D+01  0.83389D-01 -0.21250D+01
  0.97000D+01  0.81139D-01 -0.32500D+01
  0.97500D+01  0.78889D-01 -0.43750D+01
  0.98000D+01  0.76639D-01 -0.55000D+01
  0.98500D+01  0.74389D-01 -0.66250D+01
  0.99000D+01  0.67735D-01 -0.77500D+01
  0.99500D+01  0.44406D-01 -0.88750D+01
  0.10000D+02  0.19656D-01 -0.10000D+02
